title,abstract,year,date,keywords,author,isbn,volume,pages,pid,type,periodical,related url,notes
,,,,conference paper,"Bremer, A.",,,,,,,,
,,,,electron microscopy,,,,,,,,,
,,,,microtome,,,,,,,,,
,,,,priority journal,,,,,,,,,
,,,,ultramicrotomy,,,,,,,,,
,,,,Animal,,,,,,,,,
,,,,Escherichia coli,,,,,,,,,
,,,,Euglena,,,,,,,,,
,,,,Freezing,,,,,,,,,
,,,,Histological Techniques,,,,,,,,,
,,,,"Microscopy, Electron",,,,,,,,,
,,,,Organelles,,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
Deletion Analysis of a Bacteriophage-T4 Late Promoter,,1985,1985-01-01T00:00:00Z,Genetics & Heredity,"Volker, T. A.",0378-1119,33,207-213,10.1016/0378-1119(85)90095-2,Journal Article,Gene,<Go to ISI>://WOS:A1985AEX2600009,"ISI Document Delivery No.: AEX26 Times Cited: 1 Cited Reference Count: 22 Cited References: BIRNBOIM HC, 1979, NUCLEIC ACIDS RES, V7, P1513 BUSBY S, 1983, J MOL BIOL, V167, P259, DOI 10.1016/S0022-2836(83)80335-0 CHRISTENSEN AC, 1982, NATURE, V299, P369, DOI 10.1038/299369a0 CHRISTENSEN AC, 1983, BACTERIOPHAGE T, V4, P184 DEBLAS AL, 1983, ANAL BIOCHEM, V133, P214, DOI 10.1016/0003-2697(83)90245-2 ELLIOTT T, 1984, CELL, V36, P211, DOI 10.1016/0092-8674(84)90091-6 GEIDUSCHEK EP, 1983, BACTERIOPHAGE T, V4, P189 HADI SM, 1979, J MOL BIOL, V134, P655, DOI 10.1016/0022-2836(79)90372-3 JACOBS KA, 1981, J VIROL, V39, P31, DOI 10.1128/JVI.39.1.31-45.1981 KASSAVETIS GA, 1982, EMBO J, V1, P107, DOI 10.1002/j.1460-2075.1982.tb01132.x LAEMMLI UK, 1970, NATURE, V227, P680, DOI 10.1038/227680a0 LEGERSKI RJ, 1978, NUCLEIC ACIDS RES, V5, P1445, DOI 10.1093/nar/5.5.1445 Maxam A M, 1980, Methods Enzymol, V65, P499 OSINGA KA, 1982, NUCLEIC ACIDS RES, V10, P7993, DOI 10.1093/nar/10.24.7993 OSINGA KA, 1982, NUCLEIC ACIDS RES, V10, P3617, DOI 10.1093/nar/10.12.3617 PARKER ML, 1984, J MOL BIOL Rabussay D., 1983, BACTERIOPHAGE T4, P167 SUTCLIFFE JG, 1979, COLD SPRING HARB SYM, V43, P77, DOI 10.1101/SQB.1979.043.01.013 TABAK HF, 1978, NUCLEIC ACIDS RES, V5, P2321, DOI 10.1093/nar/5.7.2321 TOWBIN H, 1979, P NATL ACAD SCI USA, V76, P4350, DOI 10.1073/pnas.76.9.4350 VOLKER TA, 1982, J MOL BIOL, V161, P491, DOI 10.1016/0022-2836(82)90403-X VOLKER TA, 1982, J MOL BIOL, V161, P479, DOI 10.1016/0022-2836(82)90402-8 Volker, ta keller, b bickle, ta Keller, Beat/K-3093-2019 Keller, Beat/0000-0003-2379-9225 1 0 Elsevier science bv Amsterdam"
,,,,,"Keller, B.",,,,,,,,
,,,,,"Bickle, T. A.",,,,,,,,
Some applications of cryosubstitution in ultrastructural studies of the cell nucleus,"Cryofixation followed by cryosubstitution, without the use of any chemical fixatives, was carried out on cultured mouse P815 cells. The principal aim of our work, which was to show that these techniques provide excellent morphological preservation of cellular and in particular nuclear components, was demonstrated. All nuclear structural components, nucleolar or nucleoplasmic, were clearly revealed using this technology. The cells were cryofixed by impact freezing onto a copper miror cooled with liquid nitrogen or helium, cryosubstituted in acetone and embedded in either Lowicryl K11M or 1R White acrylic resin. Ultrathin sections were contrasted using either the usual uranyl acetate-lead citrate double staining, a differential staining for nuclear nucleoprotein structures, or the silver staining revealling nucleolar organizer regions. In view of the absence of conventional fixatives, the specimens prepared in this way would offer to be material of choice for ultrastructural identification of intra-nuclear antigens, especially those sensitive to conventional fixatives such as, for example, aldehydes. Advantages and differences of these techniques with regard to more conventional electron microscopic procedures are discussed. © 1991.",1991,1991-01-01T00:00:00Z,cryofixation,"von Schack, M. L.",02484900 (ISSN),72,113-119,10.1016/0248-4900(91)90085-2,Journal Article,Biology of the Cell,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025986865&doi=10.1016%2f0248-4900%2891%2990085-2&partnerID=40&md5=d7d87a0c673d287039dffd516995644a,"Cited By :14 Export Date: 25 January 2021 CODEN: BCELD Correspondence Address: Fakan, S.; Centre of Electron Microscopy, Bugnon 27, 1005 Lausanne, Switzerland Chemicals/CAS: Acrylic Resins; Antibodies, Monoclonal; Lowicryl K11M, 121548-34-3; Ribonucleoproteins Funding details: Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF, 31-26417.89 Funding text 1: The authors would like to thank J Fakan and F Flach Biggio-gera for excellent technical assistance. They are indebted to M Biggiogera for critical reading of the manuscript and to Miss C Cottier for photographic work. This project was supported by the Swiss National Science Foundation (31-26417.89). References: Bernhard, A new staining procedure for electron microscopical cytology (1969) Journal of Ultrastructure Research, 27, pp. 205-265; Biggiogera, Fakan, Kaufmann, Black, Shaper, Busch, Simultaneous immunoelectron microscopic visualization of protein B23 and C23 distribution in the HeLa cell nucleolus (1989) J Histochem Cytochem, 37, pp. 1371-1374; De Copoa, Ferraro, Lavia, Pelliccia, Finazzi-Agrò, Silver staining of the nucleolus organizer regions (NOR) requires clusters of sulfhydryl groups (1982) Journal of Histochemistry & Cytochemistry, 30, pp. 908-911; Deetz, Behrmann, Reaction of osmium reagents with amino acids and proteins (1981) Int J Peptide Protein Res, 17, pp. 498-500; Dubochet, Booy, Freeman, Jones, Walter, Low temperature electron microscopy (1984) Annu Rev Biophys Bioeng, 10, pp. 133-149; Dubochet, McDowall, Frozen hydrated sections (1981) The Science of Biological Specimen Preparation, pp. 147-152. , J.P. Revel, T. Barnard, G.H. Haggis, AMF O'Hare, Chicago; Escaig, New instruments which facilitate rapid freezing at 83 K and 6 K (1982) Journal of Microscopy, 126, pp. 221-229; Fakan, Puvion, Spohr, Localization and characterization of newly synthesized nuclear RNA in isolated rat hepatocytes (1976) Exp Cell Res, 99, pp. 155-164; Glauert, Fixation, dehydration and embedding of biological specimens (1974) Practical Methods in Electron Microscopy, 3, pp. 1-186. , A.M. Glaudert, North Holland, Amsterdam; Harvey, Freeze Substitution (1982) J Microsc, 127, pp. 209-221; Horowitz, Giannasca, Woodcock, Ultrastructural preservation of nuclei and chromatin: Improvement with low-temperature methods (1990) J Microsc, 157, pp. 205-224; Howard, O'Donnell, Freeze substitution of fungi for cytological analysis (1987) Exp Mycology, 11, pp. 250-269; Humbel, Müller, Freeze substitution and low temperature embedding (1986) The Science of Biological Specimen Preparation for Microscopy and Microanalysis, pp. 175-183. , M.M. Müller, R.P. Becker, A. Boyde, J.J. Wolosewik, SEM, AMF O'Hare, Chicago; Hunziker, Herrmann, Schenk, Müller, Moor, Cartilage ultrastructure after high pressure freezing, freeze substitution and low temperature embedding. I. Chondrocyte ultrastructure — Implications for the theories of mineralization and vascular invasion (1984) J Cell Biol, 98, pp. 267-276; Ichikawa, Sasaki, Ichikawa, Immunocytochemical localization of amylase in Gerbil salivary gland acinar cells processed by rapid freezing and freeze substitution (1989) J Histochem Cytochem, 37, pp. 185-194; Mallein-Gérin, Garrone, Tendon collagen fibrillogenesis is a multistep assembly process as revealed by quick-freezing and freeze substitution (1990) Biology of the Cell, 69, pp. 9-16; Moreno, Hernandez-Verdun, Masson, Bouteille, Silver staining of the nucleolar organising regions (NORS) on lowicryl and cryo-ultrathin sections (1985) J Histochem Cytochem, 33, pp. 389-399; Menco, A survey of ultra-rapid cryofixation methods with particular emphasis on applications to freeze-fracturing freeze-etching and freeze-substitution (1986) Journal of Electron Microscopy Technique, 4, pp. 177-240; Monaghan, Robertson, Freeze-substitution without aldehyde or osmium fixatives: ultrastructure and implications for immunocytochemistry (1990) J Microsc, 158, pp. 355-363; Müller, Marti, Kris, Improved structural preservation by freeze substitution (1980) Proc 7th Europ Congr EM, 2, pp. 720-721. , P. Brederoo, W. de Prister, The Hague, European Congress on EM Foundation, Leien, The Netherlands; Müller, Moor, Cryofixation of thick specimens by high pressure freezing (1984) The Science of Biological Specimen Preparation, pp. 131-138. , J.P. Revel, T. Barnard, G.H. Haggis, SEM, AMP O'Hare, Chicago; Murray, Ewen, Enzyme histochemistry on freeze-substituted glycol methacrylate-embedded tissue (1990) J Histochem Cytochem, 38, pp. 95-101; Nash, Chemical constitution and physical properties of compounds able to protect living cells against damage due to freezing and thawing (1966) Cryobiology, pp. 179-198. , H.T. Meryman, Academic Press, New York; Nicolas, Bassot, icolas, Immunogold labelling of luciferase in the luminous bacterium Vibrio harveyi after fast-freeze fixation and different freeze-substitution and embedding procedures (1989) J Histochem Cytochem, 37, pp. 663-674; Plattner, Bachmann, Cryofixation: a tool in biological ultrastructural research (1982) Int Rev Cytol, 79, pp. 237-304; Puvion, Bernhard, Ribonucleoprotein components in liver cell nuclei as visualized by cryo-ultramicrotomy (1974) The Journal of Cell Biology, 67, pp. 200-214; Robards, Sleytr, Low temperature method in biological electron microscopy (1985) Practical Methods in Electron Microscopy, 10. , A.M. Glauert, Elsevier Science Publishers, Amsterdam; Sandoz, Nicolas, Laine, Two mucous cell types revisited after quick freezing and cryosubstitution (1985) Biol Cell, 54, pp. 79-88; Sjostrand, The problems of preserving molecular structure of cellular components in connection with electron microscopic analysis (1976) J Ultrastruct Res, 55, pp. 271-280; Skaer, Chemical cryoprotection for structural studies (1982) J Microsc, 125, pp. 137-141; Steinbrecht, Cryofixation without cryoprotectants. Freeze substitution and freeze etching of an insect olfactory receptor (1980) Tissue Cell, 12, pp. 73-100; Steinbrecht, Miller, Freeze-substitution and freeze-drying (1987) Cryotechniques in Biological Electron Microscopy, pp. 149-172. , R.A. Steinbrecht, K. Zierold, Springer-Verlag, Berlin, Heidelberg; Usuda, Ma, Hanai, Yokota, Hashimoto, Nagata, Immunoelectron microscopy of tissue processed by rapid freezing and freeze substitution fixation without chemical fixatives; Application to catalase in rat liver hepatocytes (1990) J Histochem Cytochem, 38, pp. 617-623; Weibull, Christiansson, Carlemalm, Extraction of membrane lipids during fixation, dehydration and embedding of Acholeplasma laidlawii-cells for electron microscopy (1983) J Microsc, 129, pp. 201-207; Zalokar, A simple freeze-substitution method for electron microscopy (1966) J Ultrastruct Res, 15, pp. 469-479"
,,,,cryosubstitution,"Fakan, S.",,,,,,,,
,,,,immunocytochemistry,"Villiger, W.",,,,,,,,
,,,,nucleus,,,,,,,,,
,,,,ultrastructure,,,,,,,,,
,,,,animal cell,,,,,,,,,
,,,,article,,,,,,,,,
,,,,cell nucleus,,,,,,,,,
,,,,mouse,,,,,,,,,
,,,,nonhuman,,,,,,,,,
,,,,priority journal,,,,,,,,,
,,,,Acrylic Resins,,,,,,,,,
,,,,Animal,,,,,,,,,
,,,,"Antibodies, Monoclonal",,,,,,,,,
,,,,Comparative Study,,,,,,,,,
,,,,Cryopreservation,,,,,,,,,
,,,,Immunohistochemistry,,,,,,,,,
,,,,Mice,,,,,,,,,
,,,,"Microscopy, Immunoelectron",,,,,,,,,
,,,,Ribonucleoproteins,,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
,,,,"Tumor Cells, Cultured",,,,,,,,,
,,,,Animalia,,,,,,,,,
Macromolecular organization of natural and recombinant lung surfactant protein SP 28-36. Structural homology with the complement factor C1q,"The macromolecular structure of the pulmonary surfactant apolipoprotein SP 28-36 has been determined. For SP 28-36 isolated from dog lung lavage, a flower bouquet-like hexameric structure with six globular domains connected by short stalks to a common stem was revealed by electron microscopy, using the rotary shadowing technique. This structure is very similar to that published for the subcomponent C1q of the first component of complement C1. The lavage material was compared with the homologous human recombinant SP 28-36 by the same technique. Mostly smaller aggregates like di-, tri- and tetramers as well as very high aggregates were observed. Mild reduction of the recombinant material revealed the lollipop-shaped monomers composed of a globular domain and a tail with a discrete kink in the middle portion. The collagenous nature of the tail was demonstrated by circular dichroism spectroscopy. This implies that the mammalian expression system assembles the monomeric subunits correctly. Assembly into the hexameric structures, however, does not proceed quantitatively. © 1988.",1988,1988-01-01T00:00:00Z,apolipoprotein,"Voss, T.",00222836 (ISSN),201,219-227,10.1016/0022-2836(88)90448-2,Journal Article,Journal of Molecular Biology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023890913&doi=10.1016%2f0022-2836%2888%2990448-2&partnerID=40&md5=75f0704ab0e7677e7e621934e7738b7d,"Cited By :198 Export Date: 25 January 2021 CODEN: JMOBA Correspondence Address: Voss, T.; Abteilung für Molekularbiologie Byk Gulden Pharmazeutika, D-7750 Konstanz, Germany Chemicals/CAS: complement component C1q, 80295-33-6; lung surfactant, 99732-49-7; protein, 67254-75-5; Apoproteins; Complement 1; Complement 1q, 80295-33-6; Complement Activating Enzymes, EC 3.-; Macromolecular Systems; pulmonary surfactant apoprotein; Pulmonary Surfactants; Recombinant Proteins Funding details: Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF Funding text 1: We thank MS S. LBffler, M. Oehri, C. Rahming and C. Fauser for expert technical assistance. We are very grateful to Professor M. Obladen (Berlin) for his generous gift of human lung surfactant isolated from amnion fluid. This work was supported in part by grant 3.254-0.81 of the Swiss National Science Foundation to J.E. References: Benson, Williams, Sueishi, Goerke, Sargeant, (1984) Biochim, Biophys. Acta, 793, pp. 18-27; Benson, Hawgood, Schilling, Clements, Damm, Cordell, White, (1985) Proc. Nat. Acad. Sci., U.S.A, 82, pp. 6379-6383; Bhattacharyya, Sahu, Lynn, (1976) Biochim. Biophys. Acta, 427, pp. 91-106; Brodsky-Doyle, Leonard, Reid, Circular-dichroism and electron-microscopy studies of human subcomponent C1q before and after limited proteolysis by pepsin. (1976) Biochem J, 159, pp. 279-286; Crawford, Mecham, Sage, (1986) Biochem. J, 240, pp. 107-114; Drickamer, Dordal, Reynolds, (1986) J. Biol. Chem, 261, pp. 6878-6887; Engel, Bächinger, Bruckner, Timpl, (1980) Protein Folding, pp. 345-367. , R. Jaenicke, Elsevier/North Holland, Biomedical Press, Amsterdam; Engel, Odermatt, Engel, Madri, Furthmayr, Rohde, Timpl, (1981) J. Mol. Biol, 150, pp. 97-120; Floros, Steinbrink, Jakobs, Phelps, Kriz, Recny, Salzman, Fritsch, (1986) J. Biol. Chem, 261, pp. 9029-9033; Fritz, Arfstein, Dzau, Atlas, Baxter, Fiddes, Shine, Ponte, (1986) Proc. Nat. Acad. Sci., U.S.A, 83, pp. 4114-4118; Haagsman, Hawgood, Sargeant, Buckley, White, Drickamer, Benson, (1987) J. Biol. Chem, 262, pp. 13877-13880; Hawgood, Benson, Schilling, Damm, Clements, White, (1987) Proc. Nat. Acad. Sci., U.S.A, 84, pp. 66-70; Hofmann, Voss, Kühn, Engel, (1984) J. Mol. Biol, 172, pp. 325-342; Ingham, Landwehr, Engel, (1985) Eur. J. Biochem, 148, pp. 219-224; Kilchherr, Hofmann, Steigemann, Engel, (1985) J. Mol. Biol, 186, pp. 403-415; King, (1982) J. Appl. Physiol, 53, pp. 1-8; King, Composition and Metabolism of the Apolipoproteins of Pulmonary Surfactant (1985) Annual Review of Physiology, 82, pp. 775-788; King, Clements, (1972) Amer. J. Physiol, 223, pp. 707-714; Knobel, Villinger, Isliker, (1975) Eur. J. Immunol, 5, pp. 78-82; Meban, (1987) Nature (London), 326, p. 252; Patthy, (1987) Nature (London), 325, p. 490; Phelps, Taeusch, (1985) Camp. Biochem. Phys, 82, pp. 441-446; Reese, Wiedemann, Kühn, Mayne, (1982) Biochemistry, 21, pp. 826-830; Reid, (1979) Biochem. J, 179, pp. 367-371; Reid, Porter, (1981) Annu. Rev. Biochem, 50, pp. 433-464; Reid, Gagnon, Framton, (1982) Biochem. J, 203, pp. 559-569; Sano, Fisher, Mason, Kuroki, Schilling, Benson, Voelker, (1987) Biochem. Biophys. Res. Commun, 144, pp. 367-374; Schumaker, Poon, Seegan, Smith, (1981) J. Mol. Biol, 148, pp. 191-197; Shelton, Yonemasu, Stroud, (1972) Proc. Nat. Acad. Sci., U.S.A, 69, pp. 65-68; Stern, Riklis, Kalina, Tietz, (1986) Biochim. Biophys. Acta, 877, pp. 323-333; Strang, Slayter, Lachmann, Davis, (1986) Biochem. J, 234, pp. 381-389; Takahashi, Fujiwara, (1986) Biochem. Biophys. Res. Commun, 135, pp. 527-532; Traub, Piez, (1971) Advan. Protein Chem, 25, pp. 243-252; Weidle, Borgya, Mattes, Lenz, Buckel, (1987) Gene, 51, pp. 21-29; White, Damm, Miller, Spratt, Schilling, Hawgood, Benson, Cordell, (1985) Nature (London), 317, pp. 361-363; Wright, Wager, Hawgood, Dobbs, Clements, Surfactant apoprotein Mr = 26,000-36,000 enhances uptake of liposomes by type II cells. (1987) J Biol Chem, 262, pp. 2888-2894; Yu, Possmayer, (1986) Biochem. J, 236, pp. 85-89. , Note added in proof. According to unpublished suggestions by F. Possmayer (Univ. Western Ontario, London, Ont. Canada) the confusing nomenclature of the surfactant associated proteins has been changed. The protein SP 26–36 described here is called SP-A, the name of the mentioned SP 18 has been changed to SP-B"
,,,,complement component c1q,"Eistetter, H.",,,,,,,,
,,,,lung surfactant,"Schäfer, K. P.",,,,,,,,
,,,,protein,"Engel, J.",,,,,,,,
,,,,animal cell,,,,,,,,,
,,,,dog,,,,,,,,,
,,,,electron microscopy,,,,,,,,,
,,,,recombinant dna technology,,,,,,,,,
,,,,Animal,,,,,,,,,
,,,,Apoproteins,,,,,,,,,
,,,,Circular Dichroism,,,,,,,,,
,,,,Comparative Study,,,,,,,,,
,,,,Complement 1,,,,,,,,,
,,,,Complement 1q,,,,,,,,,
,,,,Complement Activating Enzymes,,,,,,,,,
,,,,Dogs,,,,,,,,,
,,,,Human,,,,,,,,,
,,,,Irrigation,,,,,,,,,
,,,,Macromolecular Systems,,,,,,,,,
,,,,"Microscopy, Electron",,,,,,,,,
,,,,Protein Conformation,,,,,,,,,
,,,,Pulmonary Surfactants,,,,,,,,,
,,,,Recombinant Proteins,,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
Active transport of proteins into the nucleus,"Nuclear proteins are actively and posttranslationally transported across the nuclear envelope. This transport is highly selective process that can be divided into two steps, receptor-binding followed by translocation through the nuclear envelope. Receptor-binding is mediated by nuclear localization signals that have been identified in many nuclear proteins. Translocation is energy-dependent and occurs through the nuclear pore complex. © 1990.",1990,1990-01-01T00:00:00Z,Nuclear localization signal,"Wagner, P.",00145793 (ISSN),275,1-5,10.1016/0014-5793(90)81425-n,Journal Article,FEBS Letters,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024990707&doi=10.1016%2f0014-5793%2890%2981425-N&partnerID=40&md5=dd785d794768ca0e77668ad224057024,"Cited By :14 Export Date: 25 January 2021 CODEN: FEBLA Correspondence Address: Hall, M.N.; Department of Biochemistry, Biocenter of the University of Basel, CH-4056 Basel, Switzerland Chemicals/CAS: Nuclear Proteins; Receptors, Cell Surface Funding text 1: Acknow/e&entenls: We thnnkJ oe Heitmana nd Jose Garcia-Bustos for commentso n the manuscript. The laboratory, in which sameo f the experimentsr eviewedh erew ere performed,w as supportedb y a grant from the Swiss National ScienceF oundation to M.N,H. References: Bonner, (1978) The Cell Nucleus, pp. 97-148. , H. Busch, Academic Press, New York; Dingwall, Laskey, (1986) Annu. Rev. Cell Biol., 2, pp. 367-390; Peters, (1986) Biochim. Biophys. Acta, 864, pp. 305-359; Goldfarb, (1989) Curr. Op. Cell Biol., 1, pp. 441-446; Roberts, (1989) Biochim. Biophys. Acta, 1008, pp. 263-280; Garcia-Bustos, Heitman, Hall, Nuclear protein localization. (1991) Biochim Biophys Acta, , (in press); Maul, (1997) International Review of Cytology, pp. 75-186. , G.H. Bourne, J.F. Danielli, K.W. Jeon, Academic Press, New York; Harris, (1978) Biochim. Biophys. Acta, 515, pp. 55-104; Franke, Scheer, Krohne, Jarasch, (1981) J. Cell Biol., 91, pp. 39s-50s; Newport, Forbes, (1987) Annu. Rev. Biochem., 56, pp. 535-565; Gerace, Burke, (1988) Annu. Rev. Cell Biol., 4, pp. 335-374; Hart, Haltiwanger, Holt, Kelly, (1989) Annu. Rev. Biochem., 58, pp. 841-874; Callan, Randall, Tomlin, (1949) Nature, 163, pp. 280-283; Wischnitzer, (1958) J. Ultrastruc. Res., 1, pp. 201-222; Unwin, Milligan, (1982) J. Cell Biol., 93, pp. 63-75; Akey, (1989) J. Cell Biol., 109, pp. 955-970; Reichelt, Holzenburg, Buhle, Jarnik, Engel, Aebi, (1990) J. Cell Biol., 110, pp. 883-894; Gerace, Ottaviano, Kondor-Koch, (1982) J. Cell Biol., 95, pp. 826-837; Wozniak, Bartnik, Blobel, (1989) J. Cell Biol., 108, pp. 2083-2092; Greber, Senior, Gerace, (1990) EMBO J., 9, pp. 1495-1502; Davis, Blobel, (1986) Cell, 45, pp. 699-709; Park, D'Onofrio, Willingham, Hanover, (1987) Proc. Natl. Acad. Sci. USA, 84, pp. 6462-6466; Snow, Senior, Gerace, (1987) J. Cell Biol., 104, pp. 1143-1157; Finlay, Forbes, (1990) Cell, 60, pp. 17-29; Davis, Fink, (1990) Cell, 61, pp. 965-978; Nehrbass, Kern, Mutvei, Horstman, Marshallsay, Hurt, (1990) Cell, 61, pp. 979-989; Starr, D'Onofrio, Park, Hanover, (1990) J. Cell. Biol., 110, pp. 1861-1871; Davis, Blobel, (1987) Proc. Natl. Acad. Sci. USA, 84, pp. 7552-7556; Hanover, Cohen, Willingham, Park, (1987) J. Biol. Chem., 262, pp. 9887-9894; Holt, Snow, Senior, Haltiwanger, Gerace, Hart, (1987) J. Cell Biol., 104, pp. 1157-1164; Gurdon, (1970) Proc. R. Soc. B., 176, pp. 303-314; Bonner, (1975) J. Cell Biol., 64, pp. 431-437; De, Longthorne, Gurdon, (1978) Nature, 272, pp. 254-256; Dingwall, Sharnick, Laskey, (1982) Cell, 30, pp. 449-458; Hall, Hereford, Herskowitz, (1984) Cell, 36, pp. 1057-1065; Hall, Craik, Hiraoka, (1990) Proc. Natl. Acad. Sci. USA, 87, pp. 6954-6958; Kalderon, Richardson, Markham, Smith, (1984) Nature, 311, pp. 33-38; Kalderon, Roberts, Richardson, Smith, (1984) Cell, 39, pp. 499-509; Lanford, Butel, (1984) Cell, 37, pp. 801-813; Richardson, Roberts, Smith, (1986) Cell, 44, pp. 77-85; Feldherr, Kallenbach, Shultz, (1984) J. Cell Biol., 99, pp. 2216-2222; Featherstone, Darby, Gerace, (1988) J. Cell Biol., 107, pp. 1289-1297; Yoneda, Imamoto-Sonobe, Matsuoka, Iwamoto, Kiho, Uchida, (1988) Science, 242, pp. 275-278; Finlay, Newmeyer, Price, Forbes, (1987) J. Cell Biol., 104, pp. 189-200; Yoneda, Imamoto-Sonobe, Yamaizumi, Uchida, Reversible inhibition of protein import into the nucleus by wheat germ agglutinin injected into cultured cells (1987) Experimental Cell Research, 173, pp. 586-595; Dabauvalle, Shulz, Scheer, Peters, (1988) Exp. Cell Res., 174, pp. 191-196; Wolff, Willingham, Hanover, (1988) Exp. Cell. Res., 178, pp. 318-334; Shirakawa, Mizel, (1989) Mol. Cell. Biol., 9, pp. 2424-2430; Newmeyer, Forbes, (1988) Cell, 52, pp. 641-653; Richardson, Mills, Dilworth, Laskey, Dingwall, (1988) Cell, 52, pp. 655-664; Hall, Fried, (1988) Molecular Biology of Intracellular Protein Sorting and Organelle Assembly, pp. 187-192. , R.A. Bradshaw, L. McAlister-Henn, M.G. Douglas, Alan R. Lis, New York; Goldfarb, Gariepty, Schoolnik, Kornberg, (1986) Nature, 322, pp. 641-644; Akey, Goldfarb, (1989) J. Cell Biol., 109, pp. 971-998; Stewart, Whylock, Mills, (1990) J. Mol. Biol., 213, pp. 575-582; Lee, Melese, (1989) Proc. Natl. Acad. Sci. USA, 86, pp. 8808-8812; Silver, Sadler, Osborne, (1989) J. Cell Biol., 109, pp. 983-989; Benditt, Meyer, Fasold, Barnard, Riedel, (1989) Proc. Natl. Acad. Sci. USA, 86, pp. 327-9331; Li, Thomas, (1989) J. Cell Biol., 109, pp. 2623-2632; Newmeyer, Forbes, (1990) J. Cell Biol., 110, pp. 547-557; Breeuwer, Goldfarb, (1990) Cell, 60, pp. 999-1008; Yamasaki, Kanda, Lanford, (1989) Mol. Cell. Biol., 9, pp. 3028-3036; Adam, Lobl, Mitchell, Gerace, (1989) Nature, 337, pp. 276-279; Borer, Lehner, Eppenberger, Nigg, (1989) Cell, 56, pp. 379-390; Newmeyer, Finlay, Forbes, (1986) J. Cell Biol., 103, pp. 2091-2102; Markland, Smith, Roberts, (1987) Mol. Cell Biol., 7, pp. 4255-4265; Imamoto-Sonobe, Yoneda, Iwamoto, Sugawa, Uchida, (1988) Proc. Natl. Acad. Sci USA, 85, pp. 3426-3430; Kalinich, Douglas, (1989) J. Biol. Chem., 264, pp. 17979-17989; Garcia-Bustos, Wagner, Hall, Exp. Cell Res. (1990) Exp. Cell Res., , (in press); Parnaik, Kennady, (1990) Mol. Cell Biol., 10, pp. 1287-1292; Newmeyer, Lucocq, Burglin, De, (1986) EMBO J., 5, pp. 501-510; Akey, (1990) Biophys. J., 58, pp. 341-355; Paine, Moore, Horowitz, (1975) Nature, 254, pp. 109-114"
,,,,Nuclear pore complex,"Kunz, J.",,,,,,,,
,,,,nuclear protein,"Koller, A.",,,,,,,,
,,,,active transport,"Hall, M. N.",,,,,,,,
,,,,article,,,,,,,,,
,,,,cell nucleus,,,,,,,,,
,,,,intracellular transport,,,,,,,,,
,,,,priority journal,,,,,,,,,
,,,,protein transport,,,,,,,,,
,,,,Amino Acid Sequence,,,,,,,,,
,,,,Animal,,,,,,,,,
,,,,"Biological Transport, Active",,,,,,,,,
,,,,Cell Compartmentation,,,,,,,,,
,,,,Molecular Sequence Data,,,,,,,,,
,,,,Nuclear Envelope,,,,,,,,,
,,,,Nuclear Proteins,,,,,,,,,
,,,,"Receptors, Cell Surface",,,,,,,,,
,,,,"Regulatory Sequences, Nucleic Acid",,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
