title,abstract,year,date,keywords,author,isbn,volume,pages,pid,type,periodical,related url,notes
,,,,soybean trypsin inhibitor,"Engel, J.",,,,,,,,
,,,,trypsin,"Steffen, E.",,,,,,,,
,,,,cattle,"Tschesche, H.",,,,,,,,
,,,,in vitro study,"Jering, H.",,,,,,,,
,,,,theoretical study,"Kupfer, S.",,,,,,,,
,,,,Alanine,,,,,,,,,
,,,,Animals,,,,,,,,,
,,,,Binding Sites,,,,,,,,,
,,,,Chymotrypsin,,,,,,,,,
,,,,Circular Dichroism,,,,,,,,,
,,,,Lysine,,,,,,,,,
,,,,Protein Conformation,,,,,,,,,
,,,,"Spectrometry, Fluorescence",,,,,,,,,
,,,,"Spectrophotometry, Ultraviolet",,,,,,,,,
,,,,"Trypsin Inhibitor, Kunitz Soybean",,,,,,,,,
,,,,Trypsin Inhibitors,,,,,,,,,
Stopped-Flow Kinetics of Resynthesis of Reactive Site Peptide-Bond in Kallikrein Inhibitor (Kunitz) by Beta-Trypsin,,1978,1978-01-01T00:00:00Z,Biochemistry & Molecular Biology,"Quast, U.",0006-2960,17,1675-1682,10.1021/bi00602a015,Journal Article,Biochemistry,<Go to ISI>://WOS:A1978EX41600015,"ISI Document Delivery No.: EX416 Times Cited: 49 Cited Reference Count: 38 Cited References: BLOW DM, 1974, 2ND P INT RES C PROT, P473 CHASE T, 1967, BIOCHEM BIOPH RES CO, V29, P508, DOI 10.1016/0006-291X(67)90513-X ENGEL J, 1974, 2ND P INT RES C PROT, P412 ESTELL DA, 1976, AM SOC BIOLOGICAL CH FINKENSTADT WR, 1974, 2ND P INT C PROT INH, P389 Fritz H., 1974, METHOD ENZYMAT AN, P1064 GUILLAIN F, 1970, J AM CHEM SOC, V92, P5534, DOI 10.1021/ja00721a051 Hess G. P., 1971, ENZYMES, V3, P213 HIRS CHW, 1956, J BIOL CHEM, V219, P611 HRUSKA JF, 1969, BIOCHEM BIOPH RES CO, V36, P272, DOI 10.1016/0006-291X(69)90325-8 HUBER R, 1974, J MOL BIOL, V89, P73, DOI 10.1016/0022-2836(74)90163-6 HUBER R, 1975, BIOPHYS STRUCT MECH, V1, P1 JANIN J, 1974, 2ND P INT RES C PROT, P513 JERING H, 1974, ANGEW CHEM INT EDIT, V13, P660, DOI 10.1002/anie.197406601 JERING H, 1976, EUR J BIOCHEM, V61, P443, DOI 10.1111/j.1432-1033.1976.tb10038.x JERING H, 1976, EUR J BIOCHEM, V61, P453, DOI 10.1111/j.1432-1033.1976.tb10039.x JERING H, 1974, ANGEW CHEM, V86, P7020 KOEPPE RE, 1976, BIOCHEMISTRY-US, V15, P3450, DOI 10.1021/bi00661a009 KRIEGER M, 1976, BIOCHEMISTRY-US, V15, P3458, DOI 10.1021/bi00661a010 LASKOWSKI M, 1971, ENZYMES, V3, P375 LASKOWSKI M, 1971, 1970 P INT RES C PRO, P117 LAZDUNSKI M, 1974, 2ND P INT RES C PROT, P420 LUTHY JA, 1973, J BIOL CHEM, V248, P1760 MARKLEY JL, 1976, J MOL BIOL, V102, P487, DOI 10.1016/0022-2836(76)90330-2 QUAST U, 1974, BIOCHEMISTRY-US, V13, P2512, DOI 10.1021/bi00709a600 QUAST U, 1975, EUR J BIOCHEM, V52, P505, DOI 10.1111/j.1432-1033.1975.tb04020.x QUAST U, 1976, PROTIDES BIOLOGICAL, V23, P57 ROBILLARD G, 1974, J MOL BIOL, V86, P514 SCHROEDER DD, 1968, J BIOL CHEM, V243, P2943 STROUD RM, 1974, SCI AM, V231, P74, DOI 10.1038/scientificamerican0774-74 SWEET RM, 1974, BIOCHEMISTRY-US, V13, P4212, DOI 10.1021/bi00717a024 TSCHESCHE H, 1976, H-S Z PHYSIOL CHEM, V357, P769, DOI 10.1515/bchm2.1976.357.1.769 TSCHESCHE H, 1974, 2ND P INT RES C PROT, P362 TSCHESCHE H, 1971, 1970 P INT RES C PRO, P135 TSCHESCHE H, FEBS LETT VINCENT JP, 1974, BIOCHEMISTRY-US, V13, P4205, DOI 10.1021/bi00717a023 WOLFF EC, 1962, J BIOL CHEM, V237, P3094 YAMASHITA M, 1974, BIOCHIM BIOPHYS ACTA, V358, P105, DOI 10.1016/0005-2744(74)90262-9 Quast, u engel, j steffen, e tschesche, h kupfer, s 49 0 1 Amer chemical soc Washington"
,,,,,"Engel, J.",,,,,,,,
,,,,,"Steffen, E.",,,,,,,,
,,,,,"Tschesche, H.",,,,,,,,
,,,,,"Kupfer, S.",,,,,,,,
Kinetics of Interaction of Alpha-Chymotrypsin with Trypsin Kallikrein Inhibitor (Kunitz) in Which Reactive-Site Peptide-Bond Lys-15-Ala-16 Is Split,,1978,1978-01-01T00:00:00Z,Biochemistry & Molecular Biology,"Quast, U.",0014-2956,86,353-360,10.1111/j.1432-1033.1978.tb12317.x,Journal Article,European Journal of Biochemistry,<Go to ISI>://WOS:A1978FC20800006,"ISI Document Delivery No.: FC208 Times Cited: 29 Cited Reference Count: 24 Cited References: BLOW DM, 1972, J MOL BIOL, V69, P137, DOI 10.1016/0022-2836(72)90028-9 BLOW DM, 1974, PROTEINASE INHIBITOR, P473 ELMORE DT, 1968, BIOCHEM J, V107, P103, DOI 10.1042/bj1070103 ESTELL D, 1976, AM SOC BIOL CHEM ASB FERSHT AR, 1974, BIOCHEMISTRY-US, V13, P1416, DOI 10.1021/bi00704a016 FINKENSTADT WR, 1974, PROTEINASE INHIBITOR, P389 FRITZ H, 1970, METHODEN ENZYMATISCH, V1, P1011 Hess G. P., 1971, ENZYMES, V3, P213 HUBER R, 1974, J MOL BIOL, V89, P73, DOI 10.1016/0022-2836(74)90163-6 HUBER R, 1974, PROTEINASE INHIBITOR, P497 JERING H, 1976, EUR J BIOCHEM, V61, P443, DOI 10.1111/j.1432-1033.1976.tb10038.x JERING H, ANGEW CHEM, V13, P661 JERING H, 1974, ANGEW CHEM, V86, P703 LASKOWSKI M, 1977, ENZYMES, P375 LAZDUNSKI M, 1974, PROTEINASE INHIBITOR, P420 LUTHY JA, 1973, J BIOL CHEM, V248, P1760 QUAST U, 1974, BIOCHEMISTRY-US, V13, P2512, DOI 10.1021/bi00709a600 QUAST U, 1975, EUR J BIOCHEM, V52, P505, DOI 10.1111/j.1432-1033.1975.tb04020.x QUAST U, BIOCHEMISTRY QUAST U, 1976, PROTIDES BIOLOGICAL, V23, P57 STROUD RM, 1974, SCI AM, V231, P74, DOI 10.1038/scientificamerican0774-74 TSCHESCHE H, 1976, H-S Z PHYSIOL CHEM, V357, P769, DOI 10.1515/bchm2.1976.357.1.769 TSCHESCHE H, 1971, P INT RES C PROTEINA, P135 TSCHESCHE H, FEBS LETT Quast, u engel, j steffen, e tschesche, h kupfer, s 29 0 Springer verlag New york"
,,,,,"Engel, J.",,,,,,,,
,,,,,"Steffen, E.",,,,,,,,
,,,,,"Tschesche, H.",,,,,,,,
,,,,,"Kupfer, S.",,,,,,,,
Soybean Trypsin-Inhibitor (Kunitz) Is a Doubleheaded Inhibitor,,1975,1975-01-01T00:00:00Z,Biochemistry & Molecular Biology,"Quast, U.",0018-4888,356,617-620,,Journal Article,Hoppe-Seylers Zeitschrift Fur Physiologische Chemie,<Go to ISI>://WOS:A1975AC91200013,"ISI Document Delivery No.: AC912 Times Cited: 6 Cited Reference Count: 9 Cited References: BIETH J, 1974, PROTEINASE INHIBITOR, P300 CHASE T, 1967, BIOCHEM BIOPH RES CO, V29, P508, DOI 10.1016/0006-291X(67)90513-X DEVONISB.U, 1972, BIOCHEMISTRY-US, V11, P3303, DOI 10.1021/bi00767a028 Engel J., 1974, Proteinase inhibitors,, P412 FINKENSTADT WR, 1974, PROTEINASE INHIBITOR, P389 FRITZ H, 1974, PROTEINASE INHIBITOR, P497 JANIN J, 1974, PROTEINASE INHIBITOR, P513 Laskowski Jr M., 1974, PROTEINASE INHIBITOR, P597 QUAST U, 1974, BIOCHEMISTRY-US, V13, P2512, DOI 10.1021/bi00709a600 Quast, u steffen, e 6 0 2 Walter de gruyter gmbh Berlin"
,,,,,"Steffen, E.",,,,,,,,
Specific binding proteins for cyclic AMP and cyclic GMP in Dictyostelium discoideum,"In Dictyostelium discoideum both cyclic AMP and cyclic GMP are regulated by chemotactic stimuli. Binding proteins specific for cAMP and cGMP have been found in aggregation competent cells as well as in cells harvested during growth. The activity of binding proteins was, on the average, lower in the growth phase cells. cAMP binding proteins were separated into 3 fractions, whereas the cGMP binding activity appeared in 1 major peak both on DEAE-cellulose and Sephadex G-200. Protein kinase activity was present in most but not all cyclic necleotide binding fractions; evidence for a relationship is however missing. © 1978.",1978,1978-01-01T00:00:00Z,cyclic amp,"Rahmsdorf, H. J.",00456039 (ISSN),7,249-257,10.1016/0045-6039(78)90026-x,Journal Article,Cell Differentiation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0018161194&doi=10.1016%2f0045-6039%2878%2990026-X&partnerID=40&md5=2af78a7f5c180458d37ce1286815c9f7,"Cited By :27 Export Date: 25 January 2021 CODEN: CLDFA Correspondence Address: Rahmsdorf, H.J.; Biozentrum der Universitat Basel, Klingelbergstrasse 70, 4056 Basel, Switzerland Chemicals/CAS: cyclic AMP, 60-92-4; cyclic GMP, 7665-99-8; Cyclic AMP, 60-92-4; Cyclic GMP, 7665-99-8; Protein Kinases, EC 2.7.1.37; Receptors, Cyclic AMP Funding details: Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF Funding text 1: The work was supported by a Research Fellowship of the Deutsche Forschungsgemein-schaft to H.J. Rahmsdorf, and by a grant of the Schweizerischer Nationalfonds to G. Gerisch. References: Alcantara, Monk, (1974) J. Gen. Microbiol., 85, pp. 321-324; Darmon, Brachet, Pereira da Silva, (1975) Proc. Natl. Acad. Sci. USA, 72, pp. 3163-3166; Gerisch, (1965) Wilhelm Roux Arch. Entwicklungsmech. Org., 156, pp. 127-144; Gerisch, Hess, (1974) Proc. Natl. Acad. Sci. USA, 71, pp. 2118-2122; Gerisch, Wick, (1975) Biochem. Biophys. Res. Commun., 65, pp. 364-370; Gerisch, Fromm, Huesgen, Wick, (1975) Nature (London), 255, pp. 547-549; Green, Newell, (1975) Cell, 6, pp. 129-136; Henderson, (1975) J. Biol. Chem., 250, pp. 4730-4736; Konijn, (1972) Adv. Cyclic Nucleotide Res., 1, pp. 17-31; Malchow, Fuchila, Jastorff, (1973) FEBS Lett., 34, pp. 5-9; Malchow, Gerisch, (1974) Proc. Natl. Acad. Sci. USA, 71, pp. 2423-2427; Malchow, Nägele, Schwarz, Gerisch, (1972) Eur. J. Biochem., 28, pp. 136-142; Malkinson, Kwasniak, Ashworth, (1973) Biochem. J., 133, pp. 601-603; Mato, Krens, van Haastert, Konijn, (1977) Proc. Natl. Acad. Sci. USA, 74, pp. 2348-2351; Patte, Rickenberg, Mesnier, 10th Meeting Fed. of Eur. Biochem. Soc. (1975) Abstract 318, , Paris; Ross, Gerisch, (1976) FEBS Lett., 68, pp. 170-172; Sampson, (1977) Cell, 11, pp. 173-180; Shaffer, The Acrasina (1962) Adv. Morphog., 2, pp. 109-182; Talmadge, Bechtel, Eppenberger, (1977) Eur. Biochem., 78, pp. 419-430; Watts, Ashworth, (1970) Biochem. J., 119, pp. 171-174; Wurster, Schubiger, Wick, Gerisch, (1977) FEBS Lett., 76, pp. 141-144"
,,,,cyclic gmp,"Gerisch, G.",,,,,,,,
,,,,cyclic nucleotide,,,,,,,,,
,,,,animal experiment,,,,,,,,,
,,,,fungus,,,,,,,,,
,,,,protein binding,,,,,,,,,
,,,,Cell Cycle,,,,,,,,,
,,,,"Chromatography, DEAE-Cellulose",,,,,,,,,
,,,,"Chromatography, Gel",,,,,,,,,
,,,,Dictyostelium,,,,,,,,,
,,,,Protein Kinases,,,,,,,,,
,,,,"Receptors, Cyclic AMP",,,,,,,,,
Cyclic AMP-induced phosphorylation in Dictyostelium of a polypeptide comigrating with myosin heavy chains,,1978,1978-01-01T00:00:00Z,cyclic amp,"Rahmsdorf, H. J.",00145793 (ISSN),88,322-326,10.1016/0014-5793(78)80203-8,Journal Article,FEBS Letters,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017894679&doi=10.1016%2f0014-5793%2878%2980203-8&partnerID=40&md5=72f95d7eb89e5080599246d08d30a404,"Cited By :48 Export Date: 25 January 2021 CODEN: FEBLA Correspondence Address: Rahmsdorf, H.J.; Biozentrum der Universität Basel, Klingelbergstrasse 70, 4056 Basel, Switzerland Chemicals/CAS: cyclic AMP, 60-92-4; Calcium, 7440-70-2; Cyclic AMP, 60-92-4; Cyclic GMP, 7665-99-8; Fungal Proteins; Myosins, EC 3.6.1.4; Phosphates; Receptors, Cyclic AMP Funding details: Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF Funding details: Deutsche Forschungsgemeinschaft, DFG Funding text 1: We thank Felix Laub for preparing the spectrin. The work was supported by a research fellowship of the Deutsche Forschungsgemeinschaft to H. J. Rahmsdorf, by a grant of the Schweizerischer Nationalfonds to G. Gerisch and by a grant of the Deutsche Forschungsgemeinschaft to D. Malchow. References: Konijn, Van, Bonner, Barkley, (1967) Proc. Natl. Acad. Sci. USA, 58, pp. 1152-1154; Gerisch, Malchow, (1976) Adv. Cyclic Nucleotide Res., 7, pp. 49-68; Mato, Krens, Van, Konijn, (1977) Proc. Natl. Acad. Sci. USA, 74, pp. 2348-2351; Wurster, Schubiger, Wick, Gerisch, (1977) FEBS Lett., 76, pp. 141-144; Wick, Malchow, Gerisch, (1978) Cell Biol. Int. Reports, 2, pp. 71-79; Malchow, Nanjundiah, Wurster, Eckstein, Gerisch, Cyclic AMP-induced pH changes in Dictyostelium discoideum and their control by calcium (1978) Biochimica et Biophysica Acta (BBA) - General Subjects, 538, pp. 473-480; Laemmli, (1970) Nature, 227, pp. 680-682; Clarke, Spudich, (1974) J. Mol. Biol., 86, pp. 209-222; Adelstein, Conti, (1975) Nature, 256, pp. 597-598; Mato, Konijn, (1975) Dev. Biol., 47, pp. 233-235; Parish, Müller, Schmidlin, (1977) FEBS Lett., 79, pp. 393-395; Spudich, (1974) J. Biol. Chem., 249, pp. 6013-6020"
,,,,cyclic amp receptor,"Malchow, D.",,,,,,,,
,,,,myosin,"Gerisch, G.",,,,,,,,
,,,,animal experiment,,,,,,,,,
,,,,fungus,,,,,,,,,
,,,,in vitro study,,,,,,,,,
,,,,Calcium,,,,,,,,,
,,,,Cyclic GMP,,,,,,,,,
,,,,Dictyostelium,,,,,,,,,
,,,,Fungal Proteins,,,,,,,,,
,,,,Molecular Weight,,,,,,,,,
,,,,Myosins,,,,,,,,,
,,,,Myxomycetes,,,,,,,,,
,,,,Phosphates,,,,,,,,,
,,,,"Receptors, Cyclic AMP",,,,,,,,,
Cell surface protein kinases in Dictyostelium: Are they artifacts?,Evidence for cell surface protein kinases as possible regulatory factors of cell interaction in Dictyostelium discoideum was examined by incubating intact cells with γ 32P-ATP in the presence and absence of histone. No significant incorporation of 32P was detected in the absence of histone. In its presence strong phosphorylation not only of the histone but also of endogenous proteins was obtained. This was due to the fact that histone made the cell membranes permeable for substrates and proteinkinases. Histone also preserved protein kinase activities which were otherwise lost during homogenization. The total protein kinase activity in histone treated cells was 5 fold higher than in sonicated cells. © 1979.,1979,1979-01-01T00:00:00Z,protein kinase,"Rahmsdorf, H. J.",03091651 (ISSN),3,237-245,10.1016/0309-1651(79)90036-5,Journal Article,Cell Biology International Reports,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0018354195&doi=10.1016%2f0309-1651%2879%2990036-5&partnerID=40&md5=34173572424b6250c0de0dbcf6841a89,"Cited By :8 Export Date: 25 January 2021 CODEN: CBRPD Correspondence Address: Rahmsdorf, H.J.; Biozentrum der Universität Basel, 4056 Basel, Switzerland Chemicals/CAS: protein kinase, 9026-43-1; Adenosine Triphosphate, 56-65-5; Histones; Protein Kinases, EC 2.7.1.37 Funding details: Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF Funding details: Deutsche Forschungsgemeinschaft, DFG Funding text 1: We thank the Schweizerischer Nationalfonds for a grant to G. Gerisch and the Deutsche Forschungsgemeinschaft for a grant to D. Malchow and H.J. Hahmsdorf. References: Brunette, Till, A rapid method for the isolation of L-cell surface membranes using an aquaeous two-phase polymer system (1971) Journal Membrane Biology, 5, pp. 215-224; King, Frazier, Reciprocal periodicity in cyclic AMP binding and phosphorylation of differentiating Dictyostelium discoideum cells (1977) Biochem. Biophys. Res. Commun, 78, pp. 1093-1099; Konijn, van de Meene, Bonner, Barkley, The acrasin activity of adenosine-3′-5′-cyclic phosphate (1967) Proceedings of The National Academy of Sciences USA, 58, pp. 1152-1154; Maruta, Korn, Acanthamoeba cofactor protein is a heavy chain kinase required for actin activation of the Mg2+-ATP-ase activity of Acanthamoeba myosin I (1977) Journal of Biological Chemistry, 252, pp. 8329-8332; Mato, Konijn, Enhanced cell aggregation in Dictyostelium discoideum by ATP activation of cyclic AMP receptors (1975) Developmental Biology, 47, pp. 233-235; Mato, Konijn, The activation of cell aggregation by phosphorylation in Dictyostelium discoideum (1976) Experimental Cell Research, 99, pp. 328-332; Parish, Müller, Schmidlin, Phosphorylation of plasma membrane proteins in Dictyostelium discoideum (1977) FEBS Letters, 79, pp. 393-395; Rahmsdorf, Protein kinase action as a mediator of chemotaxis and differentiation in the cellular slime mold Dictyostelium discoideum (1978) Proceedings of the 12th FEBS Meeting, Dresden, 4. , Pergamon Press; Rahmsdorf, Malchow, Gerisch, Cyclic AMP-induced phosphorylation in Dictyostelium of a polypeptide comigrating with myosin heavy chains (1978) FEBS Letters, 88, pp. 322-326; Riedel, Gerisch, Isolierung der Zellmembranen von kollektiven Amöben (Acrasina) mit Hilfe von Digitonin und Filipin (1968) Naturwissenschaften, 55, p. 656; Sampson, Developmentally regulated cyclic AMP-dependent protein kinases in Dictyostelium discoideum (1977) Cell, 11, pp. 173-180; Schlenk, Zydek-Cwick, Enzymatic activity of yeast cell ghosts produced by protein action on the membranes (1970) Archives of Biochemistry and Biophysics, 138, pp. 220-225; Weinstein, Koritz, A protein kinase assayable with intact cells of the cellular slime mold Dictyostelium discoideum (1973) Developmental Biology, 34, pp. 159-162"
,,,,animal experiment,"Malchow, D.",,,,,,,,
,,,,cell membrane,"Gerisch, G.",,,,,,,,
,,,,dictyostelium,,,,,,,,,
,,,,Adenosine Triphosphate,,,,,,,,,
,,,,Cell Membrane Permeability,,,,,,,,,
,,,,Histones,,,,,,,,,
,,,,Phosphorylation,,,,,,,,,
,,,,Protein Kinases,,,,,,,,,
Role of Parietal-Cell in Gastric Damage Induced by Aspirin and Related Drugs - Implications for Safer Therapy,,1976,1976-01-01T00:00:00Z,General & Internal Medicine,"Rainsford, K. D.",0025-729X,1,881-883,10.5694/j.1326-5377.1976.tb141133.x,Journal Article,Medical Journal of Australia,<Go to ISI>://WOS:A1976BT71900014,"ISI Document Delivery No.: BT719 Times Cited: 19 Cited Reference Count: 29 Cited References: ANDERSO.KW, 1965, ARCH INT PHARMACOD T, V157, P181 ANDERSON KW, 1964, ARCH INT PHARMACOD T, V152, P392 BRODIE DA, 1969, GASTROENTEROLOGY, V56, P206 BRODY TM, 1956, J PHARMACOL EXP THER, V117, P39 BRUNE K, 1974, AGENTS ACTIONS, V4, P230, DOI 10.1007/BF01965225 BRYANT C, 1963, BIOCHEM J, V86, P391, DOI 10.1042/bj0860391 COOKE AR, 1974, GASTROENTEROLOGY, V66, P56 CROFT D N, 1963, Br Med J, V2, P897 DAVENPORT HW, 1967, NEW ENGL J MED, V276, P1307, DOI 10.1056/NEJM196706082762308 FERREIRA SH, 1974, ANNU REV PHARMACOL, V14, P57, DOI 10.1146/annurev.pa.14.040174.000421 FLEMSTROM G, 1971, ACTA PHYSIOL SCAND, V82, P1, DOI 10.1111/j.1748-1716.1971.tb04937.x Gillies M, 1968, Med J Aust, V2, P1132 GLARBORGJORGENS.T, 1974, SCAND J CLIN LAB INV, V33, P31 GOTTSCHALK AM, 1971, SURG FORUM, V21, P300 HARFORD DJ, 1970, J PHARM PHARMACOL, V22, P578, DOI 10.1111/j.2042-7158.1970.tb10574.x ITO S, 1967, HDB PHYSIOLOGY, V2, P703 JABBARI M, 1970, CAN MED ASSOC J, V102, P178 JENNINGS GH, 1965, GUT, V6, P1, DOI 10.1136/gut.6.1.1 LIPPMANN W, 1971, ANN NY ACAD SCI, V180, P332, DOI 10.1111/j.1749-6632.1971.tb53201.x MARTIN BK, 1963, NATURE, V198, P896, DOI 10.1038/198896b0 RAINSFORD KD, 1968, J PHARM PHARMACOL, V20, P941, DOI 10.1111/j.2042-7158.1968.tb09677.x RAINSFORD KD, 1975, GUT, V16, P514, DOI 10.1136/gut.16.7.514 RAINSFORD KD, 1975, AGENTS ACTIONS, V5, P326, DOI 10.1007/BF02205240 RAINSFORD KD, 1975, CLIN EXP PHARMAC PHY, V2, P45 RAINSFORD KD, IN PRESS ROTH JLA, 1963, SALICYLATES INT S, P224 SCHANKER LS, 1957, J PHARMACOL EXP THER, V120, P528 SOFIA RD, 1975, J PHARM SCI, V64, P1321, DOI 10.1002/jps.2600640813 THORSEN WB, 1968, ARCH INTERN MED, V121, P499, DOI 10.1001/archinte.121.6.499 Rainsford, kd brune, k 20 0 2 Australasian med publ co ltd Sydney"
,,,,,"Brune, K.",,,,,,,,
Selective cytotoxic actions of aspirin on parietal cells: A principal factor in the early stages of aspirin-induced gastric damage,"Electronmicroscopic observations are reported on the effects of orally administered aspirin on the rat fastric mucosa to establish the cytotoxic events that occur during the early stages of the development of gastric damage induced by this drug. The results show that aspirin, apart from damaging superficial mucous cells, causes selective damage to the acid-secreting parietal cells located deep in the fundic mucosa. It is suggested that the selective accumulation of salicylates in the parietal cells may account for the specific cytotoxic actions of aspirin on these cells. © 1978 Springer-Verlag.",1978,1978-01-01T00:00:00Z,Analgesics,"Rainsford, K. D.",03405761 (ISSN),40,143-150,10.1007/bf01891969,Journal Article,Archives of Toxicology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0018147328&doi=10.1007%2fBF01891969&partnerID=40&md5=1caf5ac3c21b6563df283bfcd53166c6,"Cited By :15 Export Date: 25 January 2021 CODEN: ARTOD Correspondence Address: Rainsford, K.D.; Department of Biochemistry, G.P.O. Box 252C, Hobart, 7001, Tasmania, Australia Chemicals/CAS: acetylsalicylic acid, 493-53-8, 50-78-2, 53663-74-4, 53664-49-6, 63781-77-1; Aspirin, 50-78-2 Tradenames: aspirin Manufacturers: monsanto, Australia References: Brune, K., Graf, P., Rainsford, K. D.: A pharmacokinetic approach to the understanding of therapeutic effects and side effects of salicylates. In: Proceedings of a Symposium on “Aspirin and Related Drugs: Their actions and uses”. Hobart 1976 (K. D. Rainsford, K. Brune, M. W. Whitehouse, eds.). Agents and Actions, Suppl. 1, 9–26 (1977); Brune, K., Schweitzer, A., Eckert, H., Parietal cells of the stomach trap salicylates during absorption (1977) Biochem. Pharmacol., 26, pp. 1735-1740; Cooke, A.R., Drugs and gastric damage (1976) Drugs, 11, pp. 36-44; Harford, D.J., Smith, M.J.H., The effect of sodium salicylate on the release of acid phosphatase activity from a rat liver lysosomes (1970) J. Pharm. Pharmacol., 22, pp. 578-583; Hingson, D.J., Ito, S., Effect of aspirin and related compounds on the fine structure of mouse gastric mucosa (1971) Gastroenterology (Basel), 61, pp. 156-177; Inglot, A.D., Wolna, E., Reactions of non-steroid anti-inflammatory drugs with the eryhtrocyte membrane (1968) Biochem. Pharmacol., 17, pp. 269-279; Levitan, H., Barker, J.L., Salicylate: A structure activity study of its effects on membrane permeability (1972) Science, 176, pp. 1423-1425; McLaughlin, S., Salicylates and phospholipid bilayer membranes (1973) Nature (Lond.), 243, pp. 234-237; Pfeiffer, C.J., Weibel, J., The gastric mucosal responses to acetysalicylic acid in the ferret. An ultrastructural study (1973) Amer. J. dig. Dis., 18, pp. 834-846; Rainsford, K.D., The biochemical pathology of aspirin induced gastric damage (1975) Agents and actions, 5, pp. 326-344; Rainsford, K.D., Electronmicroscopic observations on the effects of orally administered aspirin and aspirin-bicarbonate mixtures on the development of gastric mucosal damage in the rat (1975) Gut, 16, pp. 514-527; Rainsford, K.D., The comparative gastric ulcerogenic activities of non-steroid anti-inflammatory drugs (1977) Agents and Actions, 7, pp. 573-577; Rainsford, K.D., Brune, K., Role of the parietal cell in gastric damage induced by aspirin and related drugs: Implications for safer therapy (1976) Med. J. Aust., 1, pp. 881-883; Schweitzer, A., Brune, K.: Salicylic acid and proquazone: The differences in absorption and biodistribution explain their different profile of side-effects. Persp. in Inflammation (in press) (1978); Tanaka, K., Iizuka, Y., Suppression of enzyme release from isolated rat liver lysosomes by non-steroidal anti-inflammatory drugs (1968) Biochem. Pharmacol., 17, pp. 2023-2032"
,,,,Anti-inflammatory,"Brune, K.",,,,,,,,
,,,,Aspirin,,,,,,,,,
,,,,Gastric mucosa,,,,,,,,,
,,,,Salicylates,,,,,,,,,
,,,,acetylsalicylic acid,,,,,,,,,
,,,,animal experiment,,,,,,,,,
,,,,drug toxicity,,,,,,,,,
,,,,electron microscopy,,,,,,,,,
,,,,intoxication,,,,,,,,,
,,,,oral drug administration,,,,,,,,,
,,,,rat,,,,,,,,,
,,,,stomach,,,,,,,,,
,,,,stomach injury,,,,,,,,,
,,,,stomach mucosa,,,,,,,,,
,,,,stomach parietal cell,,,,,,,,,
,,,,toxicity,,,,,,,,,
,,,,Animal,,,,,,,,,
,,,,Cell Survival,,,,,,,,,
,,,,Male,,,,,,,,,
,,,,Rats,,,,,,,,,
,,,,Time Factors,,,,,,,,,
Relationship between Inhibition of Prostaglandin Production and Gastric-Mucosal Damage Induced by Anti-Inflammatory Drugs May Depend on Type of Drugs and Species,,1981,1981-01-01T00:00:00Z,Pharmacology & Pharmacy,"Rainsford, K. D.",0022-3573,33,127-128,10.1111/j.2042-7158.1981.tb13733.x,Journal Article,Journal of Pharmacy and Pharmacology,<Go to ISI>://WOS:A1981LA77400022,"ISI Document Delivery No.: LA774 Times Cited: 14 Cited Reference Count: 11 Cited References: EDELSON J, 1975, J PHARM SCI, V64, P1316, DOI 10.1002/jps.2600640812 GORDON JL, 1979, NATURE, V278, P480, DOI 10.1038/278480a0 HAM EA, 1972, PROSTAGLANDINS CELLU, P345 Peskar B M, 1980, Adv Prostaglandin Thromboxane Res, V8, P1511 PESKAR BA, 1979, RADIOIMMUNOASSAY DRU, P239 PESKAR BA, 1978, ADV PHARMACOL THER, V7, P275 Rainsford K D, 1979, Agents Actions Suppl, P293 RAINSFORD KD, 1978, J PHARM PHARMACOL, V30, P129, DOI 10.1111/j.2042-7158.1978.tb13181.x SKOGLUND ML, 1980, FED PROC, V39, P327 TOMASI V, 1978, NATURE, V273, P670, DOI 10.1038/273670a0 WHITTLE BJR, 1980, NATURE, V284, P271, DOI 10.1038/284271a0 Rainsford, kd peskar, bm brune, k 14 0 1 Royal pharmaceutical soc great britain London"
,,,,,"Peskar, B. M.",,,,,,,,
,,,,,"Brune, K.",,,,,,,,
